0	-1	-1	1	0	0	2	1
1	-1	-1	1	0	0	2	1
2	0	1	2	2	1	5	2
3	0	2	3	5	2	14	13
4	1	2	3	5	2	14	13
5	3	4	6	14	13	21	36
6	2	5	8	21	36	54	119
7	0	3	4	28	66	113	455
8	0	5	7	31	71	54	119
9	1	3	4	48	110	54	119
10	6	8	15	54	119	1174	8094
11	6	9	12	54	119	110	427
12	8	9	11	54	119	71	273
13	1	12	12	71	273	1371	9779
14	5	9	10	85	373	350	1820
15	2	9	6	108	426	203	943
16	3	11	15	110	427	232	1131
17	5	7	10	113	455	173	673
18	4	6	11	132	548	169	646
19	4	12	14	150	599	195	867
20	0	4	4	169	646	237	1177
21	0	18	12	169	646	379	2019
22	4	18	14	169	646	282	1544
23	5	17	16	173	673	187	809
24	3	23	19	187	809	501	3082
25	7	19	18	195	867	237	1177
26	11	15	18	203	943	2014	16780
27	4	16	18	232	1131	463	2832
28	20	25	22	237	1177	370	1963
29	0	17	11	278	1536	1652	12611
30	7	22	18	282	1544	11787	182047
31	4	17	13	321	1710	426	2365
32	7	9	8	326	1718	884	5700
33	14	25	28	350	1820	1436	10261
34	2	16	17	356	1860	866	5534
35	11	28	34	370	1963	426	2365
36	21	23	28	379	2019	640	3852
37	31	35	47	426	2365	6899	86216
38	27	31	31	463	2832	914	5959
39	21	24	31	501	3082	1700	12990
40	14	27	28	506	3131	1845	14941
41	11	20	16	544	3402	727	4368
42	6	11	20	554	3442	1540	11184
43	12	20	15	557	3447	959	6386
44	3	6	11	561	3452	871	5560
45	19	20	18	566	3498	2014	16780
46	11	21	24	582	3580	727	4368
47	17	31	23	593	3629	836	5346
48	3	19	17	605	3687	2817	24624
49	3	17	13	616	3735	1236	8483
50	14	21	22	627	3772	8342	111669
51	15	36	34	640	3852	710	4227
52	5	51	40	710	4227	772	4809
53	41	46	40	727	4368	2688	22767
54	22	52	54	772	4809	1559	11369
55	2	12	13	797	5054	5574	65490
56	18	47	34	836	5346	982	6576
57	7	31	17	858	5491	1753	13505
58	1	34	18	866	5534	6419	78034
59	15	44	17	871	5560	1525	11097
60	21	32	20	884	5700	2778	24021
61	12	38	42	914	5959	1839	14844
62	18	27	29	934	6160	7328	91648
63	12	43	26	959	6386	5560	65137
64	2	24	21	974	6518	982	6576
65	56	64	55	982	6576	1276	8636
66	27	41	34	1028	7146	1044	7232
67	16	66	49	1044	7232	2604	21765
68	1	20	5	1112	7797	1156	8027
69	19	36	42	1119	7834	1868	15257
70	32	68	13	1156	8027	2509	20485
71	8	16	22	1167	8069	1276	8636
72	8	10	22	1174	8094	2887	25632
73	19	43	29	1195	8216	1335	9495
74	1	18	12	1205	8299	3512	34894
75	14	49	23	1236	8483	2374	19215
76	21	65	67	1276	8636	1750	13473
77	21	71	34	1276	8636	4897	54620
78	65	71	77	1276	8636	3471	33982
79	3	73	32	1335	9495	1559	11369
80	10	49	28	1363	9722	1427	10188
81	13	31	25	1371	9779	1868	15257
82	0	49	14	1380	9857	1613	12124
83	19	38	45	1416	10096	4842	53376
84	49	80	41	1427	10188	4038	41910
85	25	33	46	1436	10261	3743	38086
86	6	59	25	1525	11097	2817	24624
87	35	42	54	1540	11184	3765	38381
88	54	79	86	1559	11369	2511	20491
89	1	27	19	1565	11445	8476	114695
90	15	82	20	1613	12124	1992	16569
91	34	65	72	1624	12260	1750	13473
92	6	29	19	1652	12611	2283	18602
93	27	39	49	1700	12990	2233	18182
94	76	91	139	1750	13473	5040	57097
95	6	57	25	1753	13505	18846	352310
96	14	61	52	1839	14844	3199	29886
97	13	40	40	1845	14941	2857	25184
98	69	81	67	1868	15257	2735	23306
99	14	28	32	1933	16010	3765	38381
100	57	90	37	1992	16569	4699	50488
101	26	45	36	2014	16780	3316	31496
102	32	47	31	2039	16988	3512	34894
103	79	81	57	2056	17191	59511	1746262
104	11	31	25	2121	17680	4679	50299
105	3	93	52	2233	18182	2539	20901
106	35	39	65	2240	18232	2377	19240
107	4	92	22	2283	18602	4850	53582
108	34	69	59	2285	18606	18957	355070
109	34	75	40	2374	19215	3258	30651
110	26	106	83	2377	19240	3471	33982
111	57	81	42	2416	19806	9519	135214
112	32	70	21	2509	20485	5916	70326
113	32	88	94	2511	20491	4133	42971
114	1	105	53	2539	20901	3120	28490
115	27	54	72	2556	21121	24481	492494
116	34	67	66	2604	21765	5253	61218
117	15	53	46	2688	22767	3316	31496
118	46	79	56	2698	22862	3738	37986
119	6	82	22	2711	23106	25015	507343
120	7	69	46	2719	23166	11916	185911
121	13	98	79	2735	23306	3000	26928
122	75	81	48	2775	24010	4188	43583
123	33	60	48	2778	24021	12770	203275
124	8	91	79	2800	24293	3122	28497
125	48	86	42	2817	24624	18684	349089
126	0	97	41	2857	25184	4245	44316
127	51	72	56	2887	25632	3538	35358
128	12	79	43	2945	26311	3387	32658
129	23	106	81	2987	26774	7303	91259
130	8	121	86	3000	26928	8108	106843
131	20	43	19	3060	27849	5785	68728
132	33	51	62	3105	28330	11270	169853
133	72	114	75	3120	28490	6032	72328
134	20	124	83	3122	28497	4842	53376
135	13	96	64	3199	29886	7328	91648
136	24	66	53	3211	30025	17131	306353
137	15	109	46	3258	30651	3426	33155
138	73	124	108	3271	30855	12919	206600
139	101	117	82	3316	31496	3690	37526
140	45	128	61	3387	32658	4693	50447
141	72	137	68	3426	33155	4440	46862
142	78	110	160	3471	33982	11398	172278
143	74	102	43	3512	34894	8904	125237
144	109	127	96	3538	35358	9910	142663
145	39	66	65	3670	37291	5394	63232
146	10	139	97	3690	37526	4695	50477
147	54	118	110	3738	37986	6668	81784
148	60	85	66	3743	38086	9661	138791
149	87	99	86	3765	38381	6522	79538
150	10	57	32	3829	39787	5253	61218
151	66	88	120	3971	41254	21695	424977
152	28	67	71	3974	41266	5541	64890
153	54	84	95	4038	41910	5011	56723
154	74	113	106	4133	42971	4329	45432
155	57	69	59	4178	43492	6113	73590
156	3	122	51	4188	43583	7612	97082
157	25	126	59	4245	44316	6084	73072
158	8	154	113	4329	45432	4534	48347
159	16	139	97	4430	46784	7857	102080
160	0	141	69	4440	46862	6522	79538
161	13	158	125	4534	48347	10743	158571
162	56	88	120	4645	49925	11663	178932
163	46	104	49	4679	50299	5067	57936
164	13	110	95	4686	50382	10241	149561
165	80	140	89	4693	50447	5560	65137
166	16	146	112	4695	50477	34416	806291
167	93	100	86	4699	50488	7508	94620
168	1	102	32	4825	53132	7053	88069
