0	20361920	local32	1	825	120	24	20	32	24	292
0	20361920	global8192	1	133472	8192	246	256	344	219	8673
1	20361921	local32	1	1047	175	24	23	32	29	747
1	20361921	global8192	1	132974	8192	226	232	303	212	20101
2	20361922	local32	1	607	98	24	23	32	21	198
2	20361922	global8192	1	154585	8192	260	280	366	195	9894
3	20361923	local32	1	763	128	25	28	32	24	320
3	20361923	global8192	1	129780	8192	263	249	336	215	25057
4	20361924	local32	1	2072	295	24	23	32	36	412
4	20361924	global8192	1	159199	8192	216	214	290	213	17784
5	20361925	local32	1	1097	171	23	24	32	30	789
5	20361925	global8192	1	127391	8192	236	250	324	234	15640
6	20361926	local32	1	1036	125	22	27	32	25	302
6	20361926	global8192	1	151631	8192	233	232	323	209	21612
7	20361927	local32	1	848	156	27	22	32	26	237
7	20361927	global8192	1	124097	8192	256	267	347	218	23746
8	20361928	local32	1	1067	160	21	29	32	25	816
8	20361928	global8192	1	147167	8192	239	243	319	215	11482
9	20361929	local32	1	929	171	24	26	32	26	447
9	20361929	global8192	1	129331	8192	279	289	374	213	25918
10	20361930	local32	1	1904	196	21	25	32	28	547
10	20361930	global8192	1	152827	8192	256	256	344	196	18722
11	20361931	local32	1	1516	167	23	20	32	26	378
11	20361931	global8192	1	197827	8192	305	297	391	174	20524
12	20361932	local32	1	731	171	25	22	32	28	367
12	20361932	global8192	1	143358	8192	250	260	336	223	15653
13	20361933	local32	1	1293	192	22	24	32	27	658
13	20361933	global8192	1	157566	8192	250	259	336	207	21087
14	20361934	local32	1	1325	163	25	24	32	25	483
14	20361934	global8192	1	171096	8192	288	273	362	208	25869
15	20361935	local32	1	639	159	23	25	32	23	149
15	20361935	global8192	1	136243	8192	268	266	345	212	7732
16	20361936	local32	1	742	156	24	25	32	25	341
16	20361936	global8192	1	166902	8192	274	246	353	197	18115
17	20361937	local32	1	805	130	23	19	32	27	626
17	20361937	global8192	1	147841	8192	248	233	326	204	14552
18	20361938	local32	1	2102	298	18	22	32	35	803
18	20361938	global8192	1	151566	8192	271	256	360	200	20261
19	20361939	local32	1	1119	180	23	24	32	25	310
19	20361939	global8192	1	142385	8192	287	270	376	200	14458
20	20361940	local32	1	1086	180	23	30	32	28	349
20	20361940	global8192	1	170075	8192	271	287	368	195	11894
21	20361941	local32	1	832	146	23	26	32	22	61
21	20361941	global8192	1	163331	8192	253	260	336	205	8804
22	20361942	local32	1	915	169	23	26	32	27	509
22	20361942	global8192	1	140634	8192	254	260	346	217	13371
23	20361943	local32	1	1217	206	26	22	32	30	660
23	20361943	global8192	1	158067	8192	263	248	341	188	19110
24	20361944	local32	1	700	140	16	26	32	25	701
24	20361944	global8192	1	154243	8192	249	272	346	203	21716
25	20361945	local32	1	1629	183	26	23	32	31	419
25	20361945	global8192	1	145263	8192	223	232	305	220	9194
26	20361946	local32	1	1187	167	25	26	32	27	365
26	20361946	global8192	1	151475	8192	245	270	346	206	10424
27	20361947	local32	1	1330	196	21	28	32	27	335
27	20361947	global8192	1	162326	8192	253	268	347	201	13913
28	20361948	local32	1	679	129	26	29	32	25	983
28	20361948	global8192	1	137011	8192	300	315	401	222	13544
29	20361949	local32	1	2078	234	22	22	32	33	613
29	20361949	global8192	1	157489	8192	231	242	311	212	18194
30	20361950	local32	1	1234	185	22	27	32	28	340
30	20361950	global8192	1	142933	8192	272	249	350	196	10998
31	20361951	local32	1	606	136	27	22	32	24	235
31	20361951	global8192	1	191475	8192	233	221	309	201	16440
