0	20363920	global8192	1	1216979	8192	3	3	4	11870	6354833
0	20363920	local32	1	18988475	100792	25	27	32	12039	7399221
1	20363921	global8192	1	1416728	8192	3	1	3	11867	6542024
1	20363921	local32	1	15381061	82285	25	23	32	12003	8198370
2	20363922	global8192	1	1400917	8192	1	0	1	11866	6612761
2	20363922	local32	1	19198732	103649	27	25	32	12036	7493107
3	20363923	global8192	1	1422646	8193	1	2	2	11869	7857475
3	20363923	local32	1	16427809	88208	24	23	32	12015	6830513
4	20363924	global8192	1	1496411	8192	0	0	0	11866	5826355
4	20363924	local32	1	20398046	108840	23	23	32	12048	4899894
5	20363925	global8192	1	1229472	8192	2	2	2	11865	4926400
5	20363925	local32	1	21142832	108667	22	29	32	12047	6041053
6	20363926	global8192	1	1354127	8192	2	2	3	11867	6979391
6	20363926	local32	1	15075837	82038	26	24	32	11994	6584785
7	20363927	global8192	1	1188950	8192	0	0	0	11861	4399462
7	20363927	local32	1	24473495	136921	24	25	32	12093	6089782
8	20363928	global8192	1	1348743	8192	2	0	2	11864	6179473
8	20363928	local32	1	20221279	111772	23	22	32	12053	8059657
9	20363929	global8192	1	1394528	8192	2	2	2	11872	7087638
9	20363929	local32	1	19652713	102385	25	25	32	12036	5382398
10	20363930	global8192	1	1344324	8192	3	3	3	11868	5679718
10	20363930	local32	1	15209797	86859	21	26	32	12006	6215894
11	20363931	global8192	1	1365982	8192	2	1	2	11864	6241236
11	20363931	local32	1	14222655	81827	25	27	32	12002	5826586
12	20363932	global8192	1	1478982	8192	4	2	4	11866	7995960
12	20363932	local32	1	21206998	116131	29	23	32	12053	8297469
13	20363933	global8192	1	1231377	8192	4	4	5	11865	5112443
13	20363933	local32	1	17183428	92764	28	18	32	12020	5652566
14	20363934	global8192	1	1621974	8192	1	1	1	11865	6702818
14	20363934	local32	1	16548609	87255	25	25	32	12016	7163880
15	20363935	global8192	1	1145876	8192	1	1	1	11865	5180586
15	20363935	local32	1	12093792	71680	23	21	32	11979	5834490
16	20363936	global8192	1	1345501	8192	2	1	2	11869	5620989
16	20363936	local32	1	19384033	96169	20	28	32	12045	8867174
17	20363937	global8192	1	1671297	8192	0	2	2	11870	7531255
17	20363937	local32	1	15571314	82873	25	26	32	12016	7327393
18	20363938	global8192	1	1506869	8192	4	2	4	11864	6127529
18	20363938	local32	1	13399125	72636	26	22	32	11970	6585125
19	20363939	global8192	1	1345240	8192	3	3	3	11864	5602910
19	20363939	local32	1	22395501	116514	23	25	32	12064	6895009
20	20363940	global8192	1	1388947	8192	4	4	4	11865	6158379
20	20363940	local32	1	19111039	101252	25	22	32	12037	8865209
21	20363941	global8192	1	1336555	8192	1	1	1	11873	7227181
21	20363941	local32	1	12848496	72987	24	25	32	11986	5921015
22	20363942	global8192	1	1505102	8192	3	3	4	11869	6654614
22	20363942	local32	1	17002967	94488	26	27	32	12026	6129703
23	20363943	global8192	1	1442597	8192	3	3	4	11864	6848353
23	20363943	local32	1	18145804	94335	21	25	32	12021	6105559
24	20363944	global8192	1	1073218	8192	1	0	1	11859	4498052
24	20363944	local32	1	19309598	111833	19	27	32	12042	6114779
25	20363945	global8192	1	1272675	8192	1	1	1	11865	5654877
25	20363945	local32	1	32990328	173740	22	25	32	12173	7002092
26	20363946	global8192	1	1513978	8192	2	0	2	11869	6802610
26	20363946	local32	1	19080144	105861	24	27	32	12042	6068289
27	20363947	global8192	1	1444460	8192	0	1	1	11875	8112136
27	20363947	local32	1	18255971	99630	27	23	32	12040	6484377
28	20363948	global8192	1	1372101	8192	3	3	4	11864	6096155
28	20363948	local32	1	15027184	82886	27	24	32	11994	6362476
29	20363949	global8192	1	1268941	8192	1	1	2	11865	5765985
29	20363949	local32	1	21645841	121278	28	20	32	12080	5808779
30	20363950	global8192	1	1327783	8192	5	5	6	11867	5288951
30	20363950	local32	1	15699836	87655	27	23	32	12011	7900005
31	20363951	global8192	1	1505257	8192	2	1	3	11862	6700859
31	20363951	local32	1	21572819	111602	24	25	32	12047	6598679
