0	20361920	global8192	1	2001461	8192	1	3	3	11277	7830621
0	20361920	local32	1	16449045	80969	21	28	32	11393	7924882
1	20361921	global8192	1	1802177	8192	1	3	3	11278	7807507
1	20361921	local32	1	18541696	89955	22	28	32	11403	7026159
2	20361922	global8192	1	1632796	8192	0	0	0	11277	5689788
2	20361922	local32	1	15459559	82583	21	23	32	11413	6003396
3	20361923	global8192	1	1775323	8192	1	2	2	11277	6777821
3	20361923	local32	1	17827129	82042	21	24	32	11405	6858075
4	20361924	global8192	1	1669428	8192	4	3	5	11277	5640714
4	20361924	local32	1	17135263	83723	24	26	32	11404	6990768
5	20361925	global8192	1	1586526	8192	1	1	2	11274	6558298
5	20361925	local32	1	20568898	98539	20	25	32	11429	6902683
6	20361926	global8192	1	2029075	8192	2	1	2	11277	8683779
6	20361926	local32	1	17382235	81897	25	23	32	11399	8533718
7	20361927	global8192	1	1931081	8192	2	2	3	11280	7659571
7	20361927	local32	1	18404679	84952	25	20	32	11413	6167119
8	20361928	global8192	1	2027344	8192	0	1	1	11274	8608964
8	20361928	local32	1	15519045	68116	22	25	32	11368	7000901
9	20361929	global8192	1	1834533	8192	4	4	4	11280	7938441
9	20361929	local32	1	23096358	114314	21	25	32	11453	6936906
10	20361930	global8192	1	1931415	8192	1	1	1	11277	7810579
10	20361930	local32	1	28443341	137642	23	22	32	11496	5692243
11	20361931	global8192	1	1731844	8192	2	3	3	11275	6108208
11	20361931	local32	1	23478249	123796	26	23	32	11460	5555793
12	20361932	global8192	1	1615247	8192	3	5	5	11276	7245423
12	20361932	local32	1	18629958	92041	25	26	32	11416	6905059
13	20361933	global8192	1	1717000	8192	0	2	2	11275	6292422
13	20361933	local32	1	17394204	89266	23	26	32	11404	6011346
14	20361934	global8192	1	1954737	8192	3	3	3	11280	7178089
14	20361934	local32	1	19273571	92344	24	26	32	11431	6258921
15	20361935	global8192	1	1730843	8192	4	5	5	11274	7039575
15	20361935	local32	1	14174379	69016	24	28	32	11381	9040823
16	20361936	global8192	1	1905393	8192	2	3	4	11276	7052515
16	20361936	local32	1	16719229	79310	23	24	32	11392	5317977
17	20361937	global8192	1	1585392	8192	8	6	9	11277	7250836
17	20361937	local32	1	18287360	93403	27	23	32	11414	4642585
18	20361938	global8192	1	1947598	8192	2	5	5	11278	7184058
18	20361938	local32	1	13095272	61639	19	26	32	11375	6119599
19	20361939	global8192	1	1531001	8192	3	1	3	11272	5775387
19	20361939	local32	1	18340815	95266	20	25	32	11425	6377193
20	20361940	global8192	1	2118323	8192	0	1	1	11278	7578751
20	20361940	local32	1	17327252	87918	26	27	32	11405	7091252
21	20361941	global8192	1	1771304	8192	3	5	5	11275	6938844
21	20361941	local32	1	14094985	71843	25	26	32	11389	7047024
22	20361942	global8192	1	1926352	8192	0	1	1	11273	6755584
22	20361942	local32	1	14841028	75970	25	24	32	11381	5481472
23	20361943	global8192	1	1587012	8192	3	5	5	11272	5830692
23	20361943	local32	1	17130291	96187	23	25	32	11425	6155352
24	20361944	global8192	1	1700193	8192	0	1	1	11273	6028197
24	20361944	local32	1	24932146	126769	20	22	32	11465	7591015
25	20361945	global8192	1	1744003	8192	1	0	1	11278	7437145
25	20361945	local32	1	14617430	71714	23	23	32	11391	6387672
26	20361946	global8192	1	1616668	8192	3	4	4	11276	7477374
26	20361946	local32	1	23376076	111605	24	24	32	11451	5807681
27	20361947	global8192	1	2003136	8192	2	3	3	11283	8214204
27	20361947	local32	1	21641705	95651	26	20	32	11433	6209222
28	20361948	global8192	1	1784267	8192	3	2	3	11275	7176037
28	20361948	local32	1	16624378	78381	28	23	32	11399	6952347
29	20361949	global8192	1	1626510	8192	1	1	2	11278	6394976
29	20361949	local32	1	23411407	114928	24	17	32	11451	8312409
30	20361950	global8192	1	1745747	8192	2	4	4	11273	7072089
30	20361950	local32	1	20028501	96139	21	23	32	11426	7142156
31	20361951	global8192	1	1840709	8192	5	6	7	11278	7930821
31	20361951	local32	1	14184948	67398	22	27	32	11375	6382076
