0	20363920	local32	1	1169	204	24	20	32	33	563
0	20363920	global8192	1	134137	8192	188	199	264	235	17583
1	20363921	local32	1	633	156	21	25	32	30	439
1	20363921	global8192	1	132111	8192	202	196	271	245	21379
2	20363922	local32	1	1139	224	27	23	32	35	1055
2	20363922	global8192	1	124952	8192	233	212	284	232	10834
3	20363923	local32	1	766	159	24	24	32	28	623
3	20363923	global8192	1	124422	8192	231	235	312	225	16794
4	20363924	local32	1	603	150	19	24	32	29	503
4	20363924	global8192	1	118775	8192	239	239	326	248	10189
5	20363925	local32	1	786	163	25	21	32	25	127
5	20363925	global8192	1	138235	8192	255	265	339	218	4363
6	20363926	local32	1	1208	202	25	23	32	30	270
6	20363926	global8192	1	127523	8192	230	223	303	240	8863
7	20363927	local32	1	1469	239	25	27	32	35	666
7	20363927	global8192	1	130375	8192	197	222	268	243	11325
8	20363928	local32	1	1568	266	26	26	32	37	742
8	20363928	global8192	1	143980	8192	238	238	317	238	15102
9	20363929	local32	1	1234	214	23	20	32	36	504
9	20363929	global8192	1	106245	8192	205	215	284	241	9137
10	20363930	local32	1	887	164	22	23	32	29	405
10	20363930	global8192	1	150471	8192	253	251	331	211	28955
11	20363931	local32	1	841	137	24	23	32	31	996
11	20363931	global8192	1	138766	8192	220	241	316	220	22568
12	20363932	local32	1	1014	217	26	18	32	36	553
12	20363932	global8192	1	109135	8192	196	204	279	249	15589
13	20363933	local32	1	985	202	22	27	32	30	145
13	20363933	global8192	1	112502	8192	236	219	306	245	11984
14	20363934	local32	1	934	214	21	23	32	32	282
14	20363934	global8192	1	128100	8192	193	207	277	230	12698
15	20363935	local32	1	1254	251	26	25	32	39	1587
15	20363935	global8192	1	124562	8192	220	199	281	232	11518
16	20363936	local32	1	802	118	28	22	32	26	536
16	20363936	global8192	1	134916	8192	226	241	318	212	9400
17	20363937	local32	1	1294	241	20	27	32	35	517
17	20363937	global8192	1	129337	8192	202	208	274	249	16077
18	20363938	local32	1	1347	221	21	26	32	32	962
18	20363938	global8192	1	142562	8192	238	249	319	208	8720
19	20363939	local32	1	833	141	24	26	32	28	924
19	20363939	global8192	1	132601	8192	251	249	334	230	11593
20	20363940	local32	1	1871	257	29	24	32	36	682
20	20363940	global8192	1	139753	8192	222	204	296	220	8809
21	20363941	local32	1	1289	161	25	19	32	32	570
21	20363941	global8192	1	152281	8192	244	238	324	203	10123
22	20363942	local32	1	1022	165	19	31	32	30	599
22	20363942	global8192	1	143274	8192	210	218	286	207	23466
23	20363943	local32	1	1329	205	23	23	32	30	586
23	20363943	global8192	1	134049	8192	244	249	324	217	19007
24	20363944	local32	1	1115	214	24	24	32	29	815
24	20363944	global8192	1	121910	8192	210	222	291	227	14008
25	20363945	local32	1	1207	236	26	19	32	33	595
25	20363945	global8192	1	140626	8192	216	206	284	221	16010
26	20363946	local32	1	653	149	20	22	32	31	526
26	20363946	global8192	1	111741	8192	183	189	257	278	13237
27	20363947	local32	1	948	182	27	24	32	32	208
27	20363947	global8192	1	116657	8193	229	229	301	238	9402
28	20363948	local32	1	1187	192	25	23	32	29	255
28	20363948	global8192	1	137897	8192	269	247	343	215	11165
29	20363949	local32	1	926	204	27	24	32	35	536
29	20363949	global8192	1	110809	8192	224	215	288	252	9181
30	20363950	local32	1	1310	184	25	27	32	30	548
30	20363950	global8192	1	133892	8192	211	225	278	230	16978
31	20363951	local32	1	1789	212	26	23	32	36	2069
31	20363951	global8192	1	141062	8193	233	244	324	203	30269
