0 547 4626 814 128 19
-1 -1 1 0 0 2 1
-1 -1 1 0 0 2 1
0 1 2 2 1 5 2
0 2 3 5 2 10 11
1 2 3 5 2 16 25
1 3 4 10 11 12 14
0 5 5 12 14 58 285
4 5 7 16 25 34 81
0 3 4 31 80 0 0
3 4 6 34 81 50 209
3 7 10 34 81 58 285
4 7 10 34 81 39 115
4 11 13 39 115 50 209
9 12 19 50 209 0 0
6 10 15 58 285 120 712
7 12 20 76 450 109 578
5 9 10 92 531 0 0
12 15 33 109 578 0 0
14 15 35 120 712 0 0
3 2 3 5 3 2 3 9
